Name,Address,City,Zip,COUNTY,LONGLAT,USNG,FACILITY_TYPE,SHELTER_TYPE,RPC_Region,Year_Built,Building,AS_IS_A_Retrofit_R,Generator_Type,PreMitigation_Capacity_Spaces,PreMitigation_Square_Footage,EHPA_Capacity_Gained_Spaces,EHPA_Square_Footage_Gained,Retrofit_Capacity_Gained_Spaces,Retrofit_Square_Footage_Gained,Risk_Capacity_Spaces,Risk_Square_Footage,Planned_Usage_Spaces,FundingSource_F_Federal_State_S,Evacuation_Zone,SURGE_ZONE,FLOOD_ZONE,EHPA,General_Pop,SPECIAL_NEEDS,Pet_Friendly,Does_not_meet_ARC_4496,Survey_Needed,x,y
Pride ES,1100 Learning Lane,Deltona,32738,VOLUSIA,"-81.16156796, 28.89534301",17R MM 84247 96401,SHELTER,RISK,5,2007,3 Dining,R, ,0,0,212,4245,0,0,212,4245,150,L,No,No,No,Yes,Yes, , , ,Yes,-9034864.417284869,3362332.2772761453
Palm Terrace ES,1825 Dunn Ave,Daytona Beach,32114,VOLUSIA,"-81.07428201, 29.19849998",17R MN 92778 29980,SHELTER,RISK,5,1991,9 Classroom,R,"Yes, unknown kW",0,0,0,0,173,3453,173,3453,0, ,No,No,No,No,Yes, , , ,Yes,-9025147.789324809,3400934.9755435074
Creekside MS,6801 Airport Rd,Port Orange,32128,VOLUSIA,"-81.04172703, 29.06616700",17R MN 95938 15317,SHELTER,RISK,5,1999,4 Classroom,A, ,0,0,0,0,0,0,475,9506,0, ,E,No,No,No,Yes, , , , ,-9021523.785882901,3384070.3095442336
Friendship ES,2746 Fulford St,Deltona,32738,VOLUSIA,"-81.18857001, 28.93412399",17R MN 81621 00701,SHELTER,RISK,5,1992,4 Dining / Art,R, ,0,0,245,4893,0,0,245,4893,150,L,No,No,No,Yes,Yes, , , , ,-9037870.27174436,3367264.163167881
Manatee Cove ES,734 W Ohio Ave,Orange City,32763,VOLUSIA,"-81.30900698, 28.93878001",17R MN 69884 01242,SHELTER,RISK,5,2004,2 Dining,R, ,0,0,0,0,185,3694,185,3694,0, ,No,No,No,No,Yes, ,Yes, ,Yes,-9051277.253732448,3367856.4066018243
Hinson MS,1860 N Clyde Morris Blvd,Ormond Beach,32117,VOLUSIA,"-81.09412599, 29.23996199",17R MN 90853 34575,SHELTER,RISK,5,2004,4 Classroom,R, ,0,0,0,0,485,9705,485,9705,0, ,No,No,No,No,Yes, , , , ,-9027356.812009467,3406223.4152065227
Palm Terrace ES,1825 Dunn Ave,Daytona Beach,32114,VOLUSIA,"-81.07428201, 29.19849998",17R MN 92778 29980,SHELTER,RISK,5,1991,8 Classroom,R,"Yes, unknown kW",0,0,0,0,216,4326,216,4326,0, ,No,No,No,No,Yes, , , ,Yes,-9025147.789324809,3400934.9755435074
T.D. Taylor MS/HS,100 East Washington Ave,Pierson,32180,VOLUSIA,"-81.46135704, 29.24584998",17R MN 55170 35312,SHELTER,RISK,5,2007,7 Gymnasium,A, ,0,0,0,0,0,0,544,10872,400, ,No,No,No,No,Yes, , , , ,-9068236.78465014,3406974.596848975
Mainlaind HS,1255 W International Speedway Blvd,Daytona Beach,32114,VOLUSIA,"-81.05137100, 29.19756900",17R MN 95006 29875,SHELTER,RISK,5,2006,3 Gym,A, ,0,0,1673,33454,0,0,1673,33454,0, ,No,No,No,Yes,Yes, , , , ,-9022597.34736483,3400816.2546886676
Creekside MS,6801 Airport Rd,Port Orange,32128,VOLUSIA,"-81.04172703, 29.06616700",17R MN 95938 15317,SHELTER,RISK,5,1999,6 Classroom,A, ,0,0,0,0,0,0,482,9646,0, ,E,No,No,No,Yes, , , , ,-9021523.785882901,3384070.3095442336
Sweetwater ES,5800 Victoria Gardens Blvd,Port Orange,32127,VOLUSIA,"-81.01740099, 29.11627498",17R MN 98307 20868,SHELTER,RISK,5,1992,2 Classroom,R, ,0,0,0,0,373,7450,373,7450,0,F,No,No,No,No,Yes, , , ,Yes,-9018815.823164225,3390453.5744966087
Sunrise ES,3155 Phonetia Dr,Deltona,32738,VOLUSIA,"-81.17547899, 28.88146501",17R MM 82888 94865,SHELTER,RISK,5,1992,4 Dining / Music / Art,R, ,0,0,0,0,245,4893,245,4893,150, ,No,No,No,No,Yes, , , , ,-9036412.98561931,3360567.8203961644
Palm Terrace ES,1825 Dunn Ave,Daytona Beach,32114,VOLUSIA,"-81.07428201, 29.19849998",17R MN 92778 29980,SHELTER,RISK,5,1991,10 Classroom,R,"Yes, unknown kW",0,0,0,0,125,2493,125,2493,0, ,No,No,No,No,Yes, , , ,Yes,-9025147.789324809,3400934.9755435074
Freedom ES,1395 South Blue Lake Ave,DeLand,32724,VOLUSIA,"-81.27169502, 28.99454900",17R MN 73535 07412,SHELTER,RISK,5,1999,3 Classroom,A,"Yes, unknown kW",0,0,446,8924,0,0,446,8924,0, ,No,No,No,Yes,Yes, , , , ,-9047123.705544015,3374952.262920288
Volusia Pines ES,500 E Kicklighter Rd,Lake Helen,32744,VOLUSIA,"-81.22636904, 28.97137098",17R MN 77945 04834,SHELTER,RISK,5,1995,2 Classroom,R, ,0,0,0,0,263,5257,263,5257,0,F,No,No,No,No,Yes, , , ,Yes,-9042078.040595077,3372002.7069865437
Creekside MS,6801 Airport Rd,Port Orange,32128,VOLUSIA,"-81.04172703, 29.06616700",17R MN 95938 15317,SHELTER,RISK,5,1999,5 Classroom,A, ,0,0,0,0,0,0,144,2885,0, ,E,No,No,No,Yes, , , ,Yes,-9021523.785882901,3384070.3095442336
Manatee Cove ES,734 W Ohio Ave,Orange City,32763,VOLUSIA,"-81.30900698, 28.93878001",17R MN 69884 01242,SHELTER,RISK,5,2004,3 Classroom,R, ,0,0,0,0,425,8501,425,8501,0, ,No,No,No,No,Yes, , , ,Yes,-9051277.253732448,3367856.4066018243
Deltona HS,100 Wolf Pack Run,Deltona,32725,VOLUSIA,"-81.24559604, 28.94662199",17R MN 76066 02096,SHELTER,RISK,5,2004,27 Classroom,R, ,0,0,0,0,212,4236,212,4236,0, ,No,No,No,No,Yes, , , ,Yes,-9044218.380043985,3368853.962817967
DeLand HS,800 N Hill Ave,DeLand,32724,VOLUSIA,"-81.28515200, 29.04179200",17R MN 72237 12649,SHELTER,RISK,5,2003,14 Classroom,R, ,0,0,0,0,574,11482,574,11482,0,L,No,No,No,No,Yes, , , , ,-9048621.729493951,3380966.296662865
Hinson MS,1860 N Clyde Morris Blvd,Port Orange,32117,VOLUSIA,"-81.09412599, 29.23996199",17R MN 90853 34575,SHELTER,RISK,5,2004,9 Gym,A, ,0,0,415,8301,0,0,415,8301,0, ,No,No,No,Yes,Yes, , , , ,-9027356.812009467,3406223.4152065227
Palm Terrace ES,1825 Dunn Ave,Daytona Beach,32114,VOLUSIA,"-81.07428201, 29.19849998",17R MN 92778 29980,SHELTER,RISK,5,1991,4 Music / Art,R,"Yes, unknown kW",0,0,0,0,84,1689,84,1689,0, ,No,No,No,No,Yes, , , ,Yes,-9025147.789324809,3400934.9755435074
Daytona State College DeLand,1155 County Rd 4139,DeLand,32724,VOLUSIA,"-81.24313100, 29.01198902",17R MN 76321 09338,SHELTER,RISK,5,0,5 Science,R, ,0,0,0,0,145,2900,145,2900,145,HMGP,No,No,No,No,Yes, , , ,Yes,-9043943.97374382,3377172.0565199843
Hinson MS,1860 N Clyde Morris Blvd,Ormond Beach,32117,VOLUSIA,"-81.09412599, 29.23996199",17R MN 90853 34575,SHELTER,RISK,5,2004,3 Classroom,R, ,0,0,0,0,486,9729,486,9729,0, ,No,No,No,No,Yes, , , , ,-9027356.812009467,3406223.4152065227
Deltona HS,100 Wolf Pack Run,Deltona,32725,VOLUSIA,"-81.24559604, 28.94662199",17R MN 76066 02096,SHELTER,RISK,5,1986,14 Dining,R, ,0,0,0,0,220,4407,220,4407,400,L,No,No,No,No,Yes, , , , ,-9044218.380043985,3368853.962817967
Spirit ES,1500 Meadowlark Dr,Deltona,32725,VOLUSIA,"-81.24330199, 28.90591901",17R MM 76280 97586,SHELTER,RISK,5,2003,2 Dining,R, ,0,0,191,3820,0,0,191,3820,150,L,No,No,No,Yes,Yes, , , , ,-9043963.008351887,3363677.073315914
DeLand HS,800 N Hill Ave,DeLand,32724,VOLUSIA,"-81.28515200, 29.04179200",17R MN 72237 12649,SHELTER,RISK,5,2003,15 Classroom,R, ,0,0,0,0,581,11627,581,11627,0,L,No,No,No,No,Yes, , , , ,-9048621.729493951,3380966.296662865
Heritage MS,1001 Parnell Court,Deltona,32738,VOLUSIA,"-81.17226201, 28.89192500",17R MM 83204 96024,SHELTER,RISK,5,1997,4 Classroom,R, ,0,0,437,8740,0,0,437,8740,0,L,No,No,No,Yes,Yes, , , , ,-9036054.873734143,3361897.6871597366
Pathways ES,2100 Airport Rd,Ormond Beach,32714,VOLUSIA,"-81.13515700, 29.27261298",17R MN 86870 38196,SHELTER,RISK,5,1996,5 Dining / Music,R, ,0,0,0,0,0,0,238,4755,150, ,No,No,No,No,Yes, , , , ,-9031924.363028884,3410389.526174548
Champion ES (K-5),921 Tournament Dr,Daytona Beach,32124,VOLUSIA,"-81.13680698, 29.20729700",17R MN 86701 30960,SHELTER,RISK,5,2009,5 Dining,R, ,0,0,204,4083,0,0,204,4083,150,L,No,No,A,Yes,Yes, , , ,Yes,-9032108.037589395,3402056.8478908283
Freedom ES,1395 South Blue Lake Ave,DeLand,32724,VOLUSIA,"-81.27169502, 28.99454900",17R MN 73535 07412,SHELTER,RISK,5,1999,4 Classroom,A,"Yes, unknown kW",0,0,353,7060,0,0,353,7060,0, ,No,No,No,Yes,Yes, , , , ,-9047123.705544015,3374952.262920288
Discovery ES,975 Abigail Dr,Deltona,32725,VOLUSIA,"-81.25065602, 28.89214800",17R MM 75560 96062,SHELTER,RISK,5,1987,3 Dining / Music,R, ,0,0,0,0,220,4408,220,4408,0,L,No,No,No,No,Yes, , , , ,-9044781.655219184,3361926.040651234
Southwestern MS,605 W New Hampshire Ave,Deland,32720,VOLUSIA,"-81.31441398, 29.00670201",17R MN 69377 08768,SHELTER,RISK,5,2006,5 Gym,A, ,0,0,346,6916,0,0,346,6916,0, ,No,No,No,Yes,Yes, , , , ,-9051879.158109002,3376499.077573234
Heritage MS,1001 Parnell Court,Deltona,32738,VOLUSIA,"-81.17226201, 28.89192500",17R MM 83204 96024,SHELTER,RISK,5,1997,6 Classroom,R, ,0,0,470,9402,0,0,470,9402,0,L,No,No,No,Yes,Yes, , , , ,-9036054.873734143,3361897.6871597366
Osteen ES,500 Doyle Rd,Osteen,32764,VOLUSIA,"-81.17561704, 28.85477901",17R MM 82871 91909,SHELTER,RISK,5,2006,5 Dining,R, ,0,0,130,2595,0,0,130,2595,0,L,No,No,No,Yes,Yes, , , ,Yes,-9036428.353284968,3357175.608332014
Creekside MS,6801 Airport Rd,Port Orange,32128,VOLUSIA,"-81.04172703, 29.06616700",17R MN 95938 15317,SHELTER,RISK,5,1999,9 Gym,A, ,0,0,0,0,0,0,440,8793,0, ,E,No,No,No,Yes, , , , ,-9021523.785882901,3384070.3095442336
Volusia County Fairground,3150 E New York Ave,Deland,32724,VOLUSIA,"-81.22254203, 29.01376598",17R MN 78327 09531,SHELTER,RISK,5,0,Tommy Lawrence Arena,R, ,0,0,0,0,425,8500,425,8500,500,L,No,No,No,No,Yes, ,Yes, ,Yes,-9041652.019816482,3377398.252295738
Spirit ES,1500 Meadowlark Dr,Deltona,32725,VOLUSIA,"-81.24330199, 28.90591901",17R MM 76280 97586,SHELTER,RISK,5,2003,1 Admin / Art / Music,R, ,0,0,0,0,163,3262,163,3262,0, ,No,No,No,No,Yes, , , ,Yes,-9043963.008351887,3363677.073315914
DeLand HS,800 N Hill Ave,DeLand,32724,VOLUSIA,"-81.28515200, 29.04179200",17R MN 72237 12649,SHELTER,RISK,5,2003,1 Auditorium / Classroom,R, ,0,0,0,0,687,13744,687,13744,0,L,No,No,No,No,Yes, , , , ,-9048621.729493951,3380966.296662865
Hinson MS,1860 N Clyde Morris Blvd,Ormond Beach,32117,VOLUSIA,"-81.09412599, 29.23996199",17R MN 90853 34575,SHELTER,RISK,5,2004,5 Classroom,R, ,0,0,0,0,173,3462,173,3462,0, ,No,No,No,No,Yes, , , , ,-9027356.812009467,3406223.4152065227
Friendship ES,2746 Fulford St,Deltona,32738,VOLUSIA,"-81.18857001, 28.93412399",17R MN 81621 00701,SHELTER,RISK,5,1992,2 Classroom,R, ,0,0,0,0,353,7059,353,7059,0,L,No,No,No,No,Yes, , , , ,-9037870.27174436,3367264.163167881
Timbercrest ES,2401 Eustace Ave,Deltona,32725,VOLUSIA,"-81.23032496, 28.93234401",17R MN 77551 00511,SHELTER,RISK,5,1989,4 Dining / Music / Art,R, ,0,0,0,0,245,4893,245,4893,150, ,No,No,No,No,Yes, , , , ,-9042518.411962477,3367037.757575008
Heritage MS,1001 Parnell Court,Deltona,32738,VOLUSIA,"-81.17226201, 28.89192500",17R MM 83204 96024,SHELTER,RISK,5,1997,3 Classroom,R, ,0,0,469,9385,0,0,469,9385,0,L,No,No,No,Yes,Yes, , , , ,-9036054.873734143,3361897.6871597366
River Springs MS,900 West Ohio Ave,Orange City,32763,VOLUSIA,"-81.31171702, 28.93989199",17R MN 69621 01366,SHELTER,RISK,5,2007,2 Dining / Music,R, ,0,0,484,9670,0,0,484,9670,250,L,No,No,No,Yes,Yes, , , ,Yes,-9051578.933669869,3367997.854550675
Creekside MS,6801 Airport Rd,Port Orange,32128,VOLUSIA,"-81.04172703, 29.06616700",17R MN 95938 15317,SHELTER,RISK,5,1999,3 Classroom,A, ,0,0,0,0,0,0,510,10205,0, ,E,No,No,No,Yes, , , , ,-9021523.785882901,3384070.3095442336
Palm Terrace ES,1825 Dunn Ave,Daytona Beach,32114,VOLUSIA,"-81.07428201, 29.19849998",17R MN 92778 29980,SHELTER,RISK,5,1991,2 Classroom,R,"Yes, unknown kW",0,0,0,0,182,3634,182,3634,0, ,No,No,No,No,Yes, , , ,Yes,-9025147.789324809,3400934.9755435074
Volusia Pines ES,500 E Kicklighter Rd,Lake Helen,32744,VOLUSIA,"-81.22636904, 28.97137098",17R MN 77945 04834,SHELTER,RISK,5,2004,4 Classroom,R, ,0,0,0,0,272,5438,272,5438,0, ,No,No,No,No,Yes, , , ,Yes,-9042078.040595077,3372002.7069865437
Pine Trail ES,300 Airport Rd,Ormond Beach,32714,VOLUSIA,"-81.11411700, 29.27520299",17R MN 88914 38481,SHELTER,RISK,5,1982,6 Dining / Art,R, ,0,0,0,0,251,5025,251,5025,150, ,No,No,No,No,Yes, ,Yes, , ,-9029582.200695023,3410720.055815968
Spirit ES,1500 Meadowlark Dr,Deltona,32725,VOLUSIA,"-81.24330199, 28.90591901",17R MM 76280 97586,SHELTER,RISK,5,2003,4 Classroom,A, ,0,0,0,0,353,7059,353,7059,0, ,No,No,No,No,Yes, , , , ,-9043963.008351887,3363677.073315914
Discovery ES,975 Abigail Dr,Deltona,32725,VOLUSIA,"-81.25065602, 28.89214800",17R MM 75560 96062,SHELTER,RISK,5,1987,1 Classroom,R, ,0,0,0,0,274,5470,274,5470,150,L,No,No,No,No,Yes, , , , ,-9044781.655219184,3361926.040651234
Forest Lake ES,1600 Doyle Rd,Deltona,32725,VOLUSIA,"-81.22878403, 28.87277298",17R MM 77689 93911,SHELTER,RISK,5,1995,5 Dining / Music,R, ,0,0,0,0,238,4755,238,4755,150,L,No,No,No,No,Yes, , , , ,-9042346.876503635,3359462.8304215427
T.D. Taylor MS/HS,100 East Washington Ave,Pierson,32180,VOLUSIA,"-81.46135704, 29.24584998",17R MN 55170 35312,SHELTER,RISK,5,2007,2 Dining,A, ,0,0,171,3411,0,0,171,3411,0, ,No,No,No,Yes,Yes, , , , ,-9068236.78465014,3406974.596848975
Pine Ridge HS,926 Howland Blvd,Deltona,32738,VOLUSIA,"-81.16285802, 28.88749999",17R MM 84120 95532,SHELTER,RISK,5,1992,1 Admin / Dining,R, ,0,0,0,0,248,4958,248,4958,400,L,No,No,No,No,Yes, , , , ,-9035008.02596032,3361335.0810739915
Citrus Grove ES (K-5),729 Hazen Rd,DeLand,32720,VOLUSIA,"-81.33584097, 29.04012199",17R MN 67301 12477,SHELTER,RISK,5,2009,3 Dining / Music,R, ,0,0,202,4032,0,0,202,4032,150,L,No,No,No,Yes,Yes, ,Yes, ,Yes,-9054264.400138725,3380753.657388238
Mainlaind HS,1255 W International Speedway Blvd,Daytona Beach,32114,VOLUSIA,"-81.05137100, 29.19756900",17R MN 95006 29875,SHELTER,RISK,5,2006,2A Dining only,R, ,0,0,208,4156,0,0,208,4156,400, ,No,No,No,Yes,Yes, , , , ,-9022597.34736483,3400816.2546886676
DeLand MS,1400 Aquarius Ave,DeLand,32724,VOLUSIA,"-81.29753903, 29.00426602",17R MN 71020 08494,SHELTER,RISK,5,1982,4 Gym,R, ,0,0,0,0,546,10911,546,10911,250,L,No,No,No,No,Yes, , , , ,-9050000.647119462,3376189.0141627537
Spirit ES,1500 Meadowlark Dr,Deltona,32725,VOLUSIA,"-81.24330199, 28.90591901",17R MM 76280 97586,SHELTER,RISK,5,2003,3 Classroom,A, ,0,0,0,0,425,8501,425,8501,0, ,No,No,No,No,Yes, , , , ,-9043963.008351887,3363677.073315914
Palm Terrace ES,1825 Dunn Ave,Daytona Beach,32114,VOLUSIA,"-81.07428201, 29.19849998",17R MN 92778 29980,SHELTER,RISK,5,1991,1 Classroom,R,"Yes, unknown kW",0,0,0,0,113,2250,113,2250,0, ,No,No,No,No,Yes, , , ,Yes,-9025147.789324809,3400934.9755435074
Palm Terrace ES,1825 Dunn Ave,Daytona Beach,32114,VOLUSIA,"-81.07428201, 29.19849998",17R MN 92778 29980,SHELTER,RISK,5,1991,7 Classroom,R,"Yes, unknown kW",0,0,0,0,130,2590,130,2590,0, ,No,No,No,No,Yes, , , ,Yes,-9025147.789324809,3400934.9755435074
Crawfordville ES,379 Arran Rd,Crawfordville,32327,WAKULLA,"-84.39221999, 30.18225001",16R GU 51096 41854,SHELTER,RISK,2,2000,5 Classroom,A, ,0,0,0,0,0,0,107,2134,0, ,C,No,No,No,Yes, , , , ,-9394498.95608956,3526997.9601559825
Crawfordville ES,379 Arran Rd,Crawfordville,32327,WAKULLA,"-84.39221999, 30.18225001",16R GU 51096 41854,SHELTER,RISK,2,2000,3 Cafeteria,A, ,0,0,0,0,0,0,70,1406,0, ,C,No,No,No,Yes, , , , ,-9394498.95608956,3526997.9601559825
Crawfordville ES,379 Arran Rd,Crawfordville,32327,WAKULLA,"-84.39221999, 30.18225001",16R GU 51096 41854,SHELTER,RISK,2,2000,6 Classroom,A, ,0,0,0,0,0,0,84,1683,0, ,C,No,No,No,Yes, , , , ,-9394498.95608956,3526997.9601559825
Crawfordville ES,379 Arran Rd,Crawfordville,32327,WAKULLA,"-84.39221999, 30.18225001",16R GU 51096 41854,SHELTER,RISK,2,2000,7 Classroom / Lab,A, ,0,0,0,0,0,0,74,1476,0, ,C,No,No,No,Yes, , , , ,-9394498.95608956,3526997.9601559825
Crawfordville ES,379 Arran Rd,Crawfordville,32327,WAKULLA,"-84.39221999, 30.18225001",16R GU 51096 41854,SHELTER,RISK,2,2000,2 Classroom,A, ,0,0,88,1762,0,0,88,1762,336,L,C,No,No,Yes,Yes, , , , ,-9394498.95608956,3526997.9601559825
Mossy Head ES,13274 Hwy 90 W,DeFuniak Springs,32437,WALTON,"-86.33210170, 30.74001073",16R EV 63934 00979,SHELTER,RISK,1,2008,600 wing Corridors,A,300 kW,91,1829,0,0,0,0,91,1829,91, ,No,No,No,No,Yes, , , , ,-9610445.600679819,3599030.417668547
Freeport HS,12615 Business Hwy 331,Freeport,32439,WALTON,"-86.11786388, 30.54479458",16R EU 84613 79486,SHELTER,RISK,1,2001,1 EHPA Area,A, ,0,0,1441,28819,0,0,1441,28819,2630,L,No,No,No,Yes,Yes, , , , ,-9586596.754993627,3573772.0928364336
Mossy Head ES,13272 Hwy 90 W,DeFuniak Springs,32435,WALTON,"-86.33204047, 30.74002186",16R EV 63940 00980,SHELTER,RISK,1,2008,400 wing Classroom,A,300 kW,296,5911,0,0,0,0,296,5911,296, ,No,No,No,No,Yes, , , , ,-9610438.783725405,3599031.8596979254
Walton HS,449 Walton Rd,DeFuniak Springs,32433,WALTON,"-86.12377702, 30.74155702",16R EV 83875 01288,SHELTER,RISK,1,2009,1 Auditorium,A, ,0,0,285,5704,0,0,285,5704,285, ,No,No,No,Yes,Yes, , , , ,-9587255.002603522,3599230.690736924
Mossy Head ES,13271 Hwy 90 W,DeFuniak Springs,32434,WALTON,"-86.33195551, 30.73990256",16R EV 63948 00967,SHELTER,RISK,1,2008,200 300 Wing Cafeteria / Classroom,A,300 kW,0,0,798,15966,0,0,798,15966,708, ,No,No,No,Yes,Yes, , , , ,-9610429.326859351,3599016.407767658
Walton HS,449 Walton Rd,DeFuniak Springs,32433,WALTON,"-86.12377702, 30.74155702",16R EV 83875 01288,SHELTER,RISK,1,2009,1 SW-SE Wing Classroom,A, ,0,0,626,12513,0,0,626,12513,626, ,No,No,No,Yes,Yes, , , , ,-9587255.002603522,3599230.690736924
Okaloosa-Walton Community College,908 US HWY 90 W,DeFuniak Springs,32433,WALTON,"-86.13311203, 30.72852299",16R EU 82993 99836,SHELTER,RISK,1,1993,2 Chautaqua Neighborhood Center,R, ,0,0,0,0,401,8020,401,8020,401,S-1588-2005,No,No,No,No,Yes, , , , ,-9588294.171183394,3597542.646590212
Paxton HS,21893 Hwy 331 N,Laurel Hill,32538,WALTON,"-86.30472697, 30.97383100",16R EV 66393 26909,SHELTER,RISK,1,2005,1 Auditorium,A,"Yes, unknown kW",199,3972,0,0,0,0,199,3972,199, ,No,No,No,No,Yes, , , , ,-9607398.259008517,3629351.0662642075
Mossy Head ES,13273 Hwy 90 W,DeFuniak Springs,32436,WALTON,"-86.33201675, 30.73989142",16R EV 63942 00966,SHELTER,RISK,1,2008,500 wing Classroom,A,300 kW,337,6733,0,0,0,0,337,6733,337, ,No,No,No,No,Yes, , , , ,-9610436.1437248,3599014.9658306832
Freeport HS,12615 Business Hwy 331,Freeport,32439,WALTON,"-86.11786388, 30.54479458",16R EU 84613 79486,SHELTER,RISK,1,2001,1 Non-EHPA,R, ,0,0,0,0,1513,30264,1513,30264,0,S-1588-2006,No,No,No,No,Yes, , , , ,-9586596.754993627,3573772.0928364336
Mossy Head ES,13270 Hwy 90 W,DeFuniak Springs,32433,WALTON,"-86.33074297, 30.74354801",16R EV 64062 01372,SHELTER,RISK,1,2008,100 wing Admin,A,300 kW,52,1041,0,0,0,0,52,1041,52, ,No,No,No,No,Yes, , , , ,-9610294.347137451,3599488.5658440813
South Walton HS,645 Greenway Tr,Santa Rosa Beach,32459,WALTON,"-86.18025604, 30.37899101",16R EU 78761 61066,SHELTER,RISK,1,2002,1 Cafeteria,R, ,0,0,0,0,953,19052,953,19052,1751,S-1508-2005,C,No,No,No,Yes, , , , ,-9593542.218794176,3552359.2199996933
Walton HS,449 Walton Rd,DeFuniak Springs,32433,WALTON,"-86.12377702, 30.74155702",16R EV 83875 01288,SHELTER,RISK,1,2009,1 Gym,A, ,0,0,677,13530,0,0,677,13530,677, ,No,No,No,Yes,Yes, , , , ,-9587255.002603522,3599230.690736924
South Walton HS,645 Greenway Tr,Santa Rosa Beach,32459,WALTON,"-86.18025604, 30.37899101",16R EU 78761 61066,SHELTER,RISK,1,2002,1 Main (excluding Cafeteria),A, ,0,0,1506,30126,0,0,1506,30126,0, ,C,No,No,Yes,Yes, , , , ,-9593542.218794176,3552359.2199996933
Walton HS,449 Walton Rd,DeFuniak Springs,32433,WALTON,"-86.12377702, 30.74155702",16R EV 83875 01288,SHELTER,RISK,1,2009,1 South Wing Cafeteria,A, ,0,0,156,3120,0,0,156,3120,0, ,No,No,No,Yes,Yes, , , , ,-9587255.002603522,3599230.690736924
Paxton HS,21893 Hwy 331 N,Laurel Hill,32538,WALTON,"-86.30472697, 30.97383100",16R EV 66393 26909,SHELTER,RISK,1,2005,1 Admin,A,"Yes, unknown kW",287,5743,0,0,0,0,287,5743,287, ,No,No,No,No,Yes, , , , ,-9607398.259008517,3629351.0662642075
Vernon HS,3232 Moss Hill Rd,Vernon,32462,WASHINGTON,"-85.69135336, 30.60849389",16R FU 25444 86944,SHELTER,RISK,1,2004,1 Admin,R, ,0,0,0,0,137,2747,137,2747,0,L,No,No,No,No,Yes, , , , ,-9539117.821105914,3582008.3201658363
Vernon HS,3232 Moss Hill Rd,Vernon,32462,WASHINGTON,"-85.69135336, 30.60849389",16R FU 25444 86944,SHELTER,RISK,1,2004,8 Multipurpose,R, ,0,0,0,0,167,3334,167,3334,0,L,No,No,No,No,Yes, , , , ,-9539117.821105914,3582008.3201658363
Vernon HS,3232 Moss Hill Rd,Vernon,32462,WASHINGTON,"-85.69135336, 30.60849389",16R FU 25444 86944,SHELTER,RISK,1,2004,4 Cafeteria,A, ,0,0,239,4788,0,0,239,4788,90,L,No,No,No,Yes,Yes, , , , ,-9539117.821105914,3582008.3201658363
Roulhac MS,1535 Brickyard Rd,Chipley,32428,WASHINGTON,"-85.55634700, 30.76465448",16R FV 38164 04410,SHELTER,RISK,1,1999,3 (3B) Classroom,A,250 kW,0,0,0,0,0,0,427,8532,301, ,No,No,No,No,Yes, , , , ,-9524088.982622001,3602222.616401055
Chipley HS,1545 Brickyard Rd,Chipley,32428,WASHINGTON,"-85.55720923, 30.76466276",16R FV 38081 04410,SHELTER,RISK,1,2000,6 Classroom,R,250 kW,0,0,0,0,552,11042,552,11042,364,S-1523,No,No,No,No,Yes, , , , ,-9524184.96542615,3602223.6898313444
Vernon MS,3206 Moss Hill Rd,Vernon,32462,WASHINGTON,"-85.69324541, 30.61050740",16R FU 25260 87165,SHELTER,RISK,1,1999,4 Classroom,R, ,0,0,0,0,301,7299,388,7766,173,S-1523,No,No,No,No,Yes, , , , ,-9539328.443363208,3582268.752105434
Chipley HS,1545 Brickyard Rd,Chipley,32428,WASHINGTON,"-85.55720923, 30.76466276",16R FV 38081 04410,SHELTER,RISK,1,2006,11 Gym,R,250 kW,0,0,0,0,837,16736,837,16736,0, ,No,No,No,No,Yes, , , , ,-9524184.96542615,3602223.6898313444
Vernon MS,3206 Moss Hill Rd,Vernon,32462,WASHINGTON,"-85.69324541, 30.61050740",16R FU 25260 87165,SHELTER,RISK,1,1999,3 Gym,R, ,0,0,0,0,405,7053,352,7044,256,S-1523,No,No,No,No,Yes, , , , ,-9539328.443363208,3582268.752105434
Vernon HS,3232 Moss Hill Rd,Vernon,32462,WASHINGTON,"-85.69135336, 30.60849389",16R FU 25444 86944,SHELTER,RISK,1,2004,3 PE / ROTC,A,160 kW,0,0,507,10137,0,0,507,10137,343,L,No,No,No,Yes,Yes, , , , ,-9539117.821105914,3582008.3201658363
Vernon HS,3232 Moss Hill Rd,Vernon,32462,WASHINGTON,"-85.69135336, 30.60849389",16R FU 25444 86944,SHELTER,RISK,1,2004,6 ESE,A, ,0,0,174,3473,0,0,174,3473,0,L,No,No,No,Yes,Yes, , , , ,-9539117.821105914,3582008.3201658363
Chipley HS,1545 Brickyard Rd,Chipley,32428,WASHINGTON,"-85.55720923, 30.76466276",16R FV 38081 04410,SHELTER,RISK,1,1999,9 Media,A,250 kW,0,0,0,0,0,0,171,3420,0, ,No,No,No,No,Yes, , , , ,-9524184.96542615,3602223.6898313444
Vernon HS,3232 Moss Hill Rd,Vernon,32462,WASHINGTON,"-85.69135336, 30.60849389",16R FU 25444 86944,SHELTER,RISK,1,2004,2 Media,R, ,0,0,0,0,91,1810,91,1810,0,L,No,No,No,No,Yes, , , , ,-9539117.821105914,3582008.3201658363
