Name,Address,City,Zip,COUNTY,Notes,LONGLAT,USNG,OWNERSHIP,PARCELID,FACILITY_TYPE,TTL_BEDS,x,y
SHADY GLEN I,659 EAST ORANGE STREET,TARPON SPRINGS, ,PINELLAS,4160,"-82.74720400,28.14727700",17R LM 28429 14751,,,ASSISTED LIVING FACILITY,16,-9211376.613802515,3267554.770783341
PINECREST PLACE,"1150 8TH AVENUE, S.W.",LARGO, ,PINELLAS,93,"-82.80010100,27.90946800",17R LL 22845 88476,,,ASSISTED LIVING FACILITY,120,-9217265.080935402,3237564.56285674
GOLDEN LIFE MANOR,200 SE LINCOLN CIRCLE N,SAINT PETERSBURG, ,PINELLAS,11015,"-82.63517300,27.82566100",17R LL 38955 78963,,,ASSISTED LIVING FACILITY,4,-9198905.380002255,3227011.3579478106
GRAND VILLA OF LARGO,750 STARKEY ROAD,LARGO, ,PINELLAS,7301,"-82.76254300,27.90996100",17R LL 26543 88477,,,ASSISTED LIVING FACILITY,143,-9213084.143513605,3237626.6669133413
PICKET FENCE MANOR,1662 9TH STREET SOUTH,SAINT PETERSBURG,33701,PINELLAS,7822,"-82.64658100,27.75362100",17R LL 37724 70996,,,ASSISTED LIVING FACILITY,14,-9200175.312744254,3217946.3962325174
GATEWAY MANOR,8320 14TH WAY NORTH,SAINT PETERSBURG, ,PINELLAS,9604,"-82.65219200,27.84800200",17R LL 37312 81460,,,ASSISTED LIVING FACILITY,6,-9200799.926329304,3229823.7996549574
CHRISTOPHER'S PLACE RETIREMENT HOME,3586 53RD AVE N,ST. PETERSBURG,33714,PINELLAS,ADDED DURING 2018 CFI UPDATE,,,,,ASSISTED LIVING FACILITY,,-9204132.667728784,3226285.6640406833
WESTMINSTER PALMS,"830 N. SHORE DRIVE, N.E.",SAINT PETERSBURG, ,PINELLAS,5338,"-82.62792700,27.78077700",17R LL 39603 73980,,,ASSISTED LIVING FACILITY,60,-9198098.759014146,3221362.7939251848
ADKINSON RETIREMENT HOME,2050 58TH ST N,CLEARWATER, ,PINELLAS,11902,"-82.71363400,27.92053100",17R LL 31373 89580,,,ASSISTED LIVING FACILITY,29,-9207639.618570542,3238958.256222083
"EAST LAKE MANOR, INC.",722 EAST LAKE ROAD,TARPON SPRINGS, ,PINELLAS,9773,"-82.69668200,28.13664400",17R LM 33375 13502,,,ASSISTED LIVING FACILITY,30,-9205752.530518055,3266212.4202358397
SUNCOAST MANOR,1095 PINELLAS POINT DR S,SAINT PETERSBURG, ,PINELLAS,6535,"-82.64874500,27.70490800",17R LL 37438 65601,,,ASSISTED LIVING FACILITY,40,-9200416.208121914,3211820.124579646
WILD FLOWER INN,639 MICHIGAN BLVD. #1500,DUNEDIN, ,PINELLAS,8223,"-82.78266200,28.03773900",17R LM 24769 02664,,,ASSISTED LIVING FACILITY,12,-9215323.780358765,3253732.6477860045
ST MARK VILLAGE,2655 NEBRASKA AVENUE,PALM HARBOR, ,PINELLAS,5340,"-82.73566900,28.07884600",17R LM 29454 07152,,,ASSISTED LIVING FACILITY,495,-9210092.543569107,3258918.1079882532
HEATHER HAVEN III,10476 131ST STREET,LARGO, ,PINELLAS,8317,"-82.82004300,27.86781000",17R LL 20813 83889,,,ASSISTED LIVING FACILITY,24,-9219485.014211442,3232317.854296181
ALF PHILLIPPE RIDGE,1055 PHILLIPPE PKWY,SAFETY HARBOR,34695,PINELLAS,8761,"-82.68525100,27.99804300",17R LL 34285 98129,,,ASSISTED LIVING FACILITY,19,-9204480.03741944,3248727.058820212
"LIFETIDES HOME, INC",3133 LAS OLAS DRIVE,DUNEDIN, ,PINELLAS,9832,"-82.74940000,28.03473100",17R LM 28034 02283,,,ASSISTED LIVING FACILITY,5,-9211621.071493855,3253353.280104855
"KINDHEARTED ASSISTED LIVING FACILITY, IN",2815 CLEVELAND HEIGHTS BLVD,LAKELAND, ,POLK,11530,"-81.94755200,28.01157000",17R ML 06841 98845,,,ASSISTED LIVING FACILITY,6,-9122359.760456556,3250432.580216876
CLARE BRIDGE OF WINTER HAVEN,6120 CYPRESS GARDENS BLVD,WINTER HAVEN, ,POLK,9670,"-81.68543600,27.98501600",17R ML 32595 95731,,,ASSISTED LIVING FACILITY,40,-9093181.140708223,3247084.781214395
BELLATAGE ASSISTED LIVING,701 OVERLOOK DR SE,WINTER HAVEN, ,POLK,11898,"-81.67837700,28.01369600",17R ML 33307 98904,,,ASSISTED LIVING FACILITY,45,-9092395.336437386,3250700.6515544616
CITRUS INN HEALTHCARE,2275 8TH ST NW,WINTER HAVEN, ,POLK,12108,"-81.73513200,28.04666000",17R MM 27750 02589,,,ASSISTED LIVING FACILITY,12,-9098713.27417124,3254857.82265407
ARBOR OAKS AT LAKELAND HILLS,4141 LAKELAND HILLS BLVD,LAKELAND, ,POLK,11751,"-81.95288300,28.09354000",17R MM 06388 07930,,,ASSISTED LIVING FACILITY,95,-9122953.204558942,3260772.1703215474
SOUTHERN GARDENS,255 E MAIN STREET,LAKE ALFRED, ,POLK,8937,"-81.72788100,28.09444300",17R MM 28494 07878,,,ASSISTED LIVING FACILITY,100,-9097906.096538011,3260886.117495398
HAWTHORNE INN,625 OVERLOOK DRIVE,WINTER HAVEN, ,POLK,8947,"-81.68017700,28.01074700",17R ML 33129 98579,,,ASSISTED LIVING FACILITY,70,-9092595.711490871,3250328.807944582
ELLA'S PLACE,313 DOLPHIN WAY,KISSIMMEE, ,POLK,12187,"-81.50009400,28.07232000",17R MM 50862 05314,,,ASSISTED LIVING FACILITY,4,-9072548.963642294,3258094.750433887
AUTUMN BREEZE ASSISTED LIVING FACILITY,904 LAKE MARTHA DRIVE,WINTER HAVEN, ,POLK,11309,"-81.71809400,28.03076500",17R MM 29414 00818,,,ASSISTED LIVING FACILITY,8,-9096816.612728996,3252853.1062306906
SOUTHLAND SUITES OF LAKELAND,4250 LAKELAND HIGHLANDS RD,LAKELAND, ,POLK,10064,"-81.92395100,27.98832600",17R ML 09142 96252,,,ASSISTED LIVING FACILITY,105,-9119732.509103429,3247502.0449681687
SAVANNAH COURT OF LAKE WALES,12 EAST GROVE AVENUE,LAKE WALES, ,POLK,9383,"-81.58799200,27.89033300",17R ML 42128 85193,,,ASSISTED LIVING FACILITY,45,-9082333.72427731,3235154.3124958286
PALM KREST MANOR,20 S 10 STREET,HAINES CITY, ,POLK,10407,"-81.62338200,28.10538000",17R MM 38766 09032,,,ASSISTED LIVING FACILITY,36,-9086273.32099554,3262266.3047367195
AMBITIOUS ASSISTED LIVING,3939 COUNTRY PL,WINTER HAVEN, ,POLK,11988,"-81.78929200,27.99717700",17R ML 22391 97140,,,ASSISTED LIVING FACILITY,6,-9104742.337823056,3248617.8785271053
SAVANNAH COURT OF HAINES CITY,301 PENINSULAR DRIVE,HAINES CITY, ,POLK,9382,"-81.63357000,28.10205000",17R MM 37763 08669,,,ASSISTED LIVING FACILITY,45,-9087407.444069855,3261846.062783447
"GRACE MANOR AT LAKE MORTON, LLC",610 EAST LIME STREET,LAKELAND, ,POLK,5217,"-81.95104200,28.04051800",17R MM 06523 02055,,,ASSISTED LIVING FACILITY,50,-9122748.265404595,3254083.1433380903
TENDER LOVING CARE RETIREMENT RESIDENCE,747 BON AIR ST,LAKELAND, ,POLK,1047,"-81.94944100,28.05683300",17R MM 06695 03861,,,ASSISTED LIVING FACILITY,60,-9122570.04291424,3256141.021989465
EMERITUS AT OAKBRIDGE,3110 OAKBRIDGE BLVD E.,LAKELAND, ,POLK,7902,"-81.97414200,28.00754800",17R ML 04223 98420,,,ASSISTED LIVING FACILITY,110,-9125319.745594354,3249925.452979321
"FLORIDA PRESBYTERIAN HOMES, INC.",16 LAKE HUNTER DRIVE,LAKELAND, ,POLK,4790,"-81.96235400,28.03233000",17R MM 05404 01157,,,ASSISTED LIVING FACILITY,136,-9124007.511560263,3253050.4746729806
STERLING HOUSE OF WINTER HAVEN,6110 CYPRESS GARDENS BLVD. S.E.,WINTER HAVEN, ,POLK,9066,"-81.68563700,27.98513700",17R ML 32576 95745,,,ASSISTED LIVING FACILITY,60,-9093203.515952598,3247100.034494582
SAVANNAH COURT OF BARTOW,290 IDLEWOOD AVENUE,BARTOW, ,POLK,9888,"-81.82056100,27.89922000",17R ML 19243 86309,,,ASSISTED LIVING FACILITY,36,-9108223.186990742,3236273.6686883597
"GRACE MANOR SUITES, LLC",4620 SOCRUM LOOP ROAD,LAKELAND, ,POLK,11995,"-81.95057600,28.10224400",17R MM 06622 08893,,,ASSISTED LIVING FACILITY,77,-9122696.39054396,3261870.544928516
LAKE HOWARD HEIGHTS,650 N LAKE HOWARD DR,WINTER HAVEN, ,POLK,5494,"-81.75180800,28.02916000",17R MM 26099 00660,,,ASSISTED LIVING FACILITY,65,-9100569.638002181,3252650.696095849
HEART OF FLORIDA ASSISTED LIVING,301 SOUTH 10TH STREET,HAINES CITY, ,POLK,9965,"-81.62331000,28.10270100",17R MM 38772 08736,,,ASSISTED LIVING FACILITY,80,-9086265.30603401,3261928.2172256964
NEW ERA ASSISTED LIVING,815 WEST DAUGHTERY RD,LAKELAND, ,POLK,10535,"-81.97039200,28.12088800",17R MM 04692 10974,,,ASSISTED LIVING FACILITY,60,-9124902.297591617,3264223.567478653
LAKE ALFRED ASSISTED LIVING AND RETIREME,350 WEST HAINES BLVD,LAKE ALFRED, ,POLK,10511,"-81.73320000,28.09179300",17R MM 27970 07587,,,ASSISTED LIVING FACILITY,50,-9098498.204906179,3260551.723685092
SAVANNAH COURT OF LAKELAND,6550 N SOCRUM LOOP ROAD,LAKELAND, ,POLK,10024,"-81.94655400,28.12655600",17R MM 07039 11583,,,ASSISTED LIVING FACILITY,36,-9122248.663558446,3264938.995720109
VILLA AT CARPENTERS (THE),1001 CARPENTER'S WAY,LAKELAND,33809,POLK,7373,"-81.96966000,28.10034500",17R MM 04746 08697,,,ASSISTED LIVING FACILITY,52,-9124820.811688589,3261630.898901667
"WEDGEWOOD OF WINTER HAVEN, INC","480 AVENUE E, SOUTHEAST",WINTER HAVEN, ,POLK,5499,"-81.72113100,28.01672300",17R ML 29106 99264,,,ASSISTED LIVING FACILITY,18,-9097154.689971402,3251082.3409476695
SAVANNAH COTTAGE OF LAKELAND,605 CARPENTERS WAY,LAKELAND, ,POLK,9783,"-81.96272700,28.09530400",17R MM 05423 08133,,,ASSISTED LIVING FACILITY,38,-9124049.033731664,3260994.7656949563
HAWTHORNE INN LAKELAND,6150 LAKELAND HIGHLANDS ROAD,LAKELAND, ,POLK,9877,"-81.92357100,27.95422100",17R ML 09151 92474,,,ASSISTED LIVING FACILITY,68,-9119690.207639277,3243203.330128795
LAKE WIRE RETIREMENT CENTER,315 WEST PEACHTREE STREET,LAKELAND, ,POLK,5874,"-81.95975200,28.04859800",17R MM 05674 02957,,,ASSISTED LIVING FACILITY,44,-9123717.858142095,3255102.2682372136
EMERITUS AT LAKELAND,2111 LAKELAND HILLS BLVD.,LAKELAND, ,POLK,6107,"-81.95326000,28.07242100",17R MM 06333 05591,,,ASSISTED LIVING FACILITY,85,-9122995.172060829,3258107.492850126
LAKE MORTON PLAZA,400 S. FLORIDA AVENUE,LAKELAND, ,POLK,5308,"-81.95713000,28.04020100",17R MM 05925 02025,,,ASSISTED LIVING FACILITY,60,-9123425.978531072,3254043.1619981397
NEW HORIZON SHARE HOME,2100 WEST STATE ROAD 540,WINTER HAVEN, ,POLK,5495,"-81.75626600,28.00063600",17R ML 25641 97503,,,ASSISTED LIVING FACILITY,60,-9101065.900257535,3249053.9747734526
SPRING HAVEN RETIREMENT COMMUNITY,1225 HAVENDALE BLVD NW,WINTER HAVEN, ,POLK,5504,"-81.74075900,28.04423800",17R MM 27195 02324,,,ASSISTED LIVING FACILITY,120,-9099339.668939224,3254552.335020125
EYE SURGERY & LASER CENTER LLC,"409 AVENUE K, SE",WINTER HAVEN,33880,POLK,959,"-81.72106944,28.01167059",17R ML 29109 98704,,,AMBULATORY SURGICAL CENTER,0,-9097147.837286482,3250445.263128131
WINTER HAVEN AMBULATORY SURGICAL CENTER,325 AVENUE B NW,WINTER HAVEN,33881,POLK,1063,"-81.73066200,28.02407700",17R MM 28174 00084,,,AMBULATORY SURGICAL CENTER,0,-9098215.67602297,3252009.687645504
DAY SURGERY CENTER,2400 DUNDEE RD,WINTER HAVEN,33884,POLK,1246,"-81.68513800,28.02243100",17R ML 32648 99876,,,AMBULATORY SURGICAL CENTER,0,-9093147.967552375,3251802.119952834
NAWADA PLASTIC SURGERY,1121 FIRST ST S,WINTER HAVEN,33880,POLK,1129,"-81.72682800,28.01103700",17R ML 28542 98637,,,AMBULATORY SURGICAL CENTER,0,-9097788.87711546,3250365.373957968
ONEBLOOD INC,1324 LAKELAND HILLS BLVD,LAKELAND,33805,POLK,4413,"-81.95409800,28.06092900",17R MM 06241 04319,,,BLOOD BANK,0,-9123088.457783576,3256657.716517949
SURGERY CENTER OF LAKELAND HILLS BLVD,3340 LAKELAND HILLS BLVD,LAKELAND,33805,POLK,1230,"-81.95342600,28.08508200",17R MM 06328 06994,,,AMBULATORY SURGICAL CENTER,0,-9123013.651128227,3259704.9241055716
INN AT WATER'S EDGE (THE),10 GROVE AVENUE WEST,LAKE WALES, ,POLK,11669,"-81.59088100,27.89042700",17R ML 41843 85204,,,ASSISTED LIVING FACILITY,60,-9082655.326274877,3235166.1517028
MEADOWS AT CYPRESS GARDENS (THE),3050 WOODMONT AVENUE,WINTER HAVEN, ,POLK,7713,"-81.68652100,27.99109300",17R ML 32493 96405,,,ASSISTED LIVING FACILITY,145,-9093301.9224333,3247850.8670341927
"RESIDENCE RETIREMENT CTR., INC (THE)",208 MARVELINE DRIVE,LAKELAND, ,POLK,5556,"-81.99474300,28.04214000",17R MM 02229 02269,,,ASSISTED LIVING FACILITY,60,-9127613.038460048,3254287.7189721023
PEACE RIVER CENTER,1995 W NASA BLVD,LAKELAND,32904,POLK,1223,"-81.95032200,28.05049800",17R MM 06603 03160,,,RESIDENTIAL TREATMENT FACILITY,0,-9122668.115428329,3255341.9251089515
PEACE RIVER CENTER,728 EAST BELLA VISTA STREET,LAKELAND, ,POLK,1482,"-81.95018200,28.06977800",17R MM 06633 05296,,,RESIDENTIAL TREATMENT FACILITY,15,-9122652.530698625,3257774.050713991
PEDIATRIC PARTNERS OF WINTER HAVEN,409 E CENTRAL AVE,WINTER HAVEN, ,POLK,108966,"-81.72231200,28.02225800",17R ML 28994 99878,,,RURAL HEALTH CLINIC,0,-9097286.158297883,3251780.304115898
PEDIATRIC ASSOCIATES OF LAKELAND,2140 E EDGEWOOD DR,LAKELAND, ,POLK,108964,"-81.91854100,28.01322800",17R ML 09695 99007,,,RURAL HEALTH CLINIC,0,-9119130.270571632,3250641.6401032386
TRINITY MEDICAL CENTER,1064 N BROADWAY AVE,BARTOW, ,POLK,103854,"-81.84328200,27.90533000",17R ML 17012 87001,,,RURAL HEALTH CLINIC,0,-9110752.477046406,3237043.303037889
HEARTLAND PEDIATRICS OF LAKE WALES LLC,1354 STATE ROAD 60 E,LAKE WALES, ,POLK,103968,"-81.56125200,27.89394700",17R ML 44761 85581,,,RURAL HEALTH CLINIC,0,-9079357.041048221,3235609.5003147377
FAMILY PRACTICE OF FORT MEADE,13 W BROADWAY,FORT MEADE, ,POLK,108992,"-81.80219200,27.75176300",17R ML 20944 69962,,,RURAL HEALTH CLINIC,0,-9106178.359166272,3217712.679094649
DAVENPORT DIALYSIS CENTER,44597 US HWY 27 RIDGEVIEW PLAZA,DAVENPORT, ,POLK,102819,"-81.65465300,28.24082100",17R MM 35775 24053,,,END-STAGE RENAL DISEASE,0,-9089754.392897155,3279369.875289111
RAI CARE CENTERS - HAINES CITY,110 PATTERSON RD,HAINES CITY, ,POLK,102762,"-81.63727900,28.14313700",17R MM 37423 13222,,,END-STAGE RENAL DISEASE,0,-9087820.328003248,3267032.105500051
RAI CARE CENTERS - SECURITY SQUARE - WIN,120 BATES AVE SW STE 170,WINTER HAVEN, ,POLK,102659,"-81.72829300,28.01941300",17R ML 28404 99566,,,END-STAGE RENAL DISEASE,0,-9097951.96016847,3251421.5453162976
GOOD SHEPARD HOSPICE ,3450 LAKELAND HILLS BOULEVARD,LAKELAND,33805,POLK,50060951,"-81.95414670,28.08744898",17R MM 06259 07257,,,HOSPICE,16,-9123093.879053617,3260003.585566589
GOOD SHEPHERD HOSPICE,105 Arneson Ave,AUBURNDALE,33823,POLK,50060951,"-81.79340299,28.06867277",17R MM 22038 05063,,,HOSPICE,12,-9105199.971486641,3257634.6173459888
LAKELAND DIALYSIS,515 E BELLA VISTA ST,LAKELAND, ,POLK,102524,"-81.95262100,28.06970300",17R MM 06393 05289,,,END-STAGE RENAL DISEASE,0,-9122924.038895803,3257764.5888044406
BARTOW DIALYSIS,1190 E CHURCH ST,BARTOW, ,POLK,102626,"-81.83112100,27.89868800",17R ML 18204 86257,,,END-STAGE RENAL DISEASE,0,-9109398.720776109,3236206.6583098164
WINTER HAVEN DIALYSIS,1625 UNITY WAY NW,WINTER HAVEN, ,POLK,102545,"-81.73796800,28.04915000",17R MM 27472 02866,,,END-STAGE RENAL DISEASE,0,-9099028.976241184,3255171.8945089136
WATSON CLINIC KIDNEY CENTER,1550 LAKELAND HILLS BLVD,LAKELAND, ,POLK,102576,"-81.95331200,28.06597000",17R MM 06322 04876,,,END-STAGE RENAL DISEASE,0,-9123000.960623689,3257293.6460193247
RAI CARE CENTERS - LAKE WALES,1348 STATE RD 60 E,LAKE WALES, ,POLK,102689,"-81.56129400,27.89394700",17R ML 44757 85581,,,END-STAGE RENAL DISEASE,0,-9079361.716483906,3235609.5003379416
LAKE VISTA DIALYSIS,3187 US HWY 98 N,LAKELAND, ,POLK,682517,"-81.96664200,28.08171100",17R MM 05026 06631,,,END-STAGE RENAL DISEASE,0,-9124484.849486787,3259279.588510429
PEACE RIVER CENTER,1255 GOLFVIEW AVENUE,BARTOW, ,POLK,8496,"-81.82307960,27.88381456",17R ML 18984 84604,,,CRISIS STABILIZATION UNIT,30,-9108503.556434682,3234333.345044298
PEACE RIVER CENTER,1255 GOLFVIEW AVENUE,BARTOW, ,POLK,1480,"-81.82307960,27.88381456",17R ML 18984 84604,,,CRISIS STABILIZATION UNIT,30,-9108503.556434682,3234333.345044298
CELEBRATE BIRTH,1525 EDGEWATER BEACH DRIVE,LAKELAND, ,POLK,268,"-81.93812600,28.05565400",17R MM 07806 03722,,,BIRTH CENTER,0,-9121310.462897595,3255992.2993635754
LAKELAND SOUTH DIALYSIS,5050 S FLORIDA AVE,LAKELAND, ,POLK,102764,"-81.96034600,27.97440500",17R ML 05551 94738,,,END-STAGE RENAL DISEASE,0,-9123783.98195778,3245747.2287144577
LAKE WALES DIALYSIS,1125 BRYN MAWR AVE,LAKE WALES, ,POLK,102712,"-81.56323100,27.89604800",17R ML 44568 85814,,,END-STAGE RENAL DISEASE,0,-9079577.342397723,3235874.131033177
LAKELAND SURGICAL & DIAGNOSTIC CENTER,1315 N FLORIDA AVE,LAKELAND,33805,POLK,1038,"-81.95726500,28.06170800",17R MM 05930 04407,,,AMBULATORY SURGICAL CENTER,0,-9123441.006642517,3256755.986524565
GRIFFIN ROAD CAMPUS OF LSDC,818 GRIFFIN RD,LAKELAND,33805,POLK,1213,"-81.96677000,28.08057500",17R MM 05013 06505,,,AMBULATORY SURGICAL CENTER,0,-9124499.098342814,3259136.2568059014
CENTRAL FLORIDA SURGICENTER,900 GRIFFIN RD,LAKELAND,33805,POLK,856,"-81.96808000,28.08059900",17R MM 04884 06509,,,AMBULATORY SURGICAL CENTER,0,-9124644.926863454,3259139.2849905696
"WHEELER-WILLIAMS, JANET",534 LAKE VIEW DR,POINCIANA,34759,POLK,6905928,"-81.50701233,28.06945815",17R MM 50180 05000,,,ADULT FAMILY CARE HOME,4,-9073319.108287148,3257733.698281801
"MCGORDON, JACQUELINE",1038 N WALKER AVE,LAKELAND, ,POLK,6906490,"-81.96705300,28.05631100",17R MM 04963 03817,,,ADULT FAMILY CARE HOME,5,-9124530.601776881,3256075.1751324185
"FLYNN, COLLEEN ANITA",5615 ROYAL HILL STREET,WINTER HAVEN, ,POLK,6906156,"-81.67612200,28.08208100",17R MM 33571 06479,,,ADULT FAMILY CARE HOME,5,-9092144.311005957,3259326.2725720643
"PERRYMOND, KIMBERLY",2921 WHEELER ST,BARTOW, ,POLK,6906560,"-81.79758700,27.93735300",17R ML 21532 90518,,,ADULT FAMILY CARE HOME,5,-9105665.732983878,3241077.729672799
"HALL, HATTIE BELL",1830 EAST GIBBON STREET,BARTOW, ,POLK,6905937,"-81.82441100,27.88604400",17R ML 18855 84852,,,ADULT FAMILY CARE HOME,5,-9108651.766935315,3234614.1271477737
"VICKERS, MONICA L",2313 MAMMOTH GROVE RD,LAKE WALES, ,POLK,6906570,"-81.54824900,27.92498000",17R ML 46057 89012,,,ADULT FAMILY CARE HOME,5,-9077909.55372141,3239518.7720910423
FLORIDA PRESBYTERIAN HOMES INC,909 LAKESIDE AVE,LAKELAND, ,POLK,130470964,"-81.96122800,28.03288800",17R MM 05515 01218,,,SKILLED NURSING FACILITY,48,-9123882.165720416,3253120.847087038
CONSULATE HEALTH CARE OF WINTER HAVEN,2701 LAKE ALFRED RD,WINTER HAVEN, ,POLK,130470990,"-81.73503200,28.05082500",17R MM 27762 03050,,,SKILLED NURSING FACILITY,120,-9098702.142149646,3255383.1717520608
"CROSSROADS, THE",206 W ORANGE ST,DAVENPORT, ,POLK,1607096,"-81.60372000,28.16042800",17R MM 40728 15121,,,SKILLED NURSING FACILITY,60,-9084084.55724382,3269215.1877753916
"POWELL, STEVEN",6533 NEWMAN CIR W,LAKELAND, ,POLK,6906501,"-82.02593300,27.94471100",17R LL 99073 91501,,,ADULT FAMILY CARE HOME,5,-9131085.093454778,3242004.898156032
"HANNA, MURIEL",111 LAKE DAVENPORT ESTATE BLVD,DAVENPORT, ,POLK,6906492,"-81.66742200,28.32142700",17R MM 34572 32990,,,ADULT FAMILY CARE HOME,5,-9091175.831396813,3289559.153969751
"MATHIS, VERA RENITA",331 THOMASDALE AVE,HAINES CITY, ,POLK,6906328,"-81.65898200,28.12690900",17R MM 35282 11436,,,ADULT FAMILY CARE HOME,5,-9090236.29490772,3264983.553417601
POLK COUNTY HEALTH DEPARTMENT,1255 BRICE BLVD,BARTOW,33830,POLK,ADDED PER 2014 COUNTY CFI UPDATE,"-81.82127093,27.88303050",17R ML 19161 84516,,,PUBLIC HEALTH OFFICE,0,-9108302.215884568,3234234.5990168746
"FLENER, JENNIFER NICHOLE",4740 FIGHTER ROAD,BARTOW, ,POLK,6906039,"-81.77696000,27.96004100",17R ML 23577 93018,,,ADULT FAMILY CARE HOME,5,-9103369.545781514,3243936.8072973997
"OBRY, GENA",439 AVE D SE,WINTER HAVEN, ,POLK,6906588,"-81.72161200,28.01770800",17R ML 29059 99373,,,ADULT FAMILY CARE HOME,4,-9097208.234633455,3251206.5467019994
"TONEY, IRENE",2962 MORRIS DR,BARTOW, ,POLK,6906331,"-81.79908100,27.93291800",17R ML 21382 90028,,,ADULT FAMILY CARE HOME,5,-9105832.044313002,3240518.91357939
"YOUNG, NAKESHA",135 MANSEAU,WINTER HAVEN, ,POLK,6906525,"-81.76874200,28.01164700",17R ML 24422 98730,,,ADULT FAMILY CARE HOME,5,-9102454.722255645,3250442.2891330165
"MORAME, JULIA",5500 WATKINS RD,HAINES CITY, ,POLK,6906270,"-81.52940200,28.01650300",17R ML 47955 99143,,,ADULT FAMILY CARE HOME,5,-9075811.515336825,3251054.59968313
"MORRIS, IONIE",1820 SUPERIOR PLACE,KISSIMMEE, ,POLK,6906417,"-81.51081100,28.06963500",17R MM 49807 05021,,,ADULT FAMILY CARE HOME,4,-9073741.974681769,3257756.009966134
"WATKINS, MARILYN LOUISE",620 BAKER AVENUE,BARTOW, ,POLK,6905707,"-81.85359000,27.90084200",17R ML 15994 86511,,,ADULT FAMILY CARE HOME,5,-9111899.95838063,3236477.976585265
PALM TERRACE OF LAKELAND,1919 LAKELAND HILLS BLVD,LAKELAND, ,POLK,14530961,"-81.95327100,28.07122100",17R MM 06331 05458,,,SKILLED NURSING FACILITY,185,-9122996.396532455,3257956.0991888857
VALENCIA HILLS HEALTH AND REHABILITATION,1350 SLEEPY HILL RD,LAKELAND, ,POLK,1280096,"-81.97685200,28.09497700",17R MM 04035 08108,,,SKILLED NURSING FACILITY,300,-9125621.4214482,3260953.501994335
GRACE HEALTHCARE OF LAKE WALES,730 N SCENIC HWY,LAKE WALES, ,POLK,12760961,"-81.58791400,27.91200300",17R ML 42147 87593,,,SKILLED NURSING FACILITY,100,-9082325.041369276,3237883.9042294803
LIFE CARE CENTER OF WINTER HAVEN,1510 CYPRESS GARDENS BLVD,WINTER HAVEN, ,POLK,130471007,"-81.70525200,28.00498700",17R ML 30660 97955,,,SKILLED NURSING FACILITY,177,-9095387.047743201,3249602.5506554027
WEDGEWOOD HEALTHCARE CENTER,1010 CARPENTERS WAY,LAKELAND, ,POLK,130470996,"-81.97097700,28.10056300",17R MM 04617 08723,,,SKILLED NURSING FACILITY,120,-9124967.419522122,3261658.409314767
PALM GARDEN OF WINTER HAVEN,1120 CYPRESS GARDENS BLVD,WINTER HAVEN, ,POLK,1414096,"-81.70958700,28.00421700",17R ML 30233 97872,,,SKILLED NURSING FACILITY,120,-9095869.617780417,3249505.467160006
HAINES CITY HEALTH CARE,409 S 10TH ST,HAINES CITY, ,POLK,1190095,"-81.62330100,28.10022100",17R MM 38771 08461,,,SKILLED NURSING FACILITY,120,-9086264.304248646,3261615.250780379
GROVES CENTER,512 S 11TH ST,LAKE WALES, ,POLK,1277095,"-81.56470300,27.89262100",17R ML 44421 85435,,,SKILLED NURSING FACILITY,120,-9079741.204633614,3235442.487115424
CONSULATE HEALTH CARE OF LAKE PARKER,2020 W LAKE PARKER DR,LAKELAND, ,POLK,10150962,"-81.94462200,28.07094400",17R MM 07180 05421,,,SKILLED NURSING FACILITY,120,-9122033.594283773,3257921.1527650477
AUBURNDALE OAKS HEALTHCARE CENTER,919 OLD WINTER HAVEN RD,AUBURNDALE, ,POLK,10860951,"-81.77093100,28.05871800",17R MM 24239 03946,,,SKILLED NURSING FACILITY,120,-9102698.400579104,3256378.804909869
CONSULATE HEALTH CARE OF LAKELAND,5245 N SOCRUM LOOP RD,LAKELAND, ,POLK,1245095,"-81.94710500,28.10960600",17R MM 06970 09706,,,SKILLED NURSING FACILITY,120,-9122310.00061647,3262799.639681684
BRANDYWYNE HEALTH CARE CENTER,1801 N LAKE MARIAM DR,WINTER HAVEN, ,POLK,10600961,"-81.69606400,28.02103800",17R ML 31573 99728,,,SKILLED NURSING FACILITY,120,-9094364.24425831,3251626.459039365
ASTORIA HEALTH AND REHABILITATION CENTER,701 OVERLOOK DR SE,WINTER HAVEN, ,POLK,130471045,"-81.67837700,28.01369600",17R ML 33307 98904,,,SKILLED NURSING FACILITY,120,-9092395.336437386,3250700.6515544616
SPRING LAKE REHABILITATION CENTER,1540 6TH ST NW,WINTER HAVEN, ,POLK,15110961,"-81.73305100,28.03688300",17R MM 27948 01504,,,SKILLED NURSING FACILITY,120,-9098481.618339801,3253624.6883334965
OAKBRIDGE HEALTHCARE CENTER,3110 OAKBRIDGE BLVD E,LAKELAND, ,POLK,13770961,"-81.97414200,28.00754800",17R ML 04223 98420,,,SKILLED NURSING FACILITY,120,-9125319.745594354,3249925.452979321
"MANOR AT CARPENTERS, THE",1001 CARPENTERS WAY,LAKELAND, ,POLK,1075096,"-81.96966000,28.10034500",17R MM 04746 08697,,,SKILLED NURSING FACILITY,72,-9124820.811688589,3261630.898901667
